ID	HMDB_ID	standard_metName	metName	Gene_name	Protein_name	Evidence	Annotation
1	HMDB0006247	25-Hydroxycholesterol	25-Hydroxycholesterol	ABCA1	Phospholipid-transporting ATPase ABCA1	16611739	Transporter
2	HMDB0000517	L-Arginine	Arginine; L-Arginine	SLC7A1	High affinity cationic amino acid transporter 1	33209975; 17325243; 33639836; 23831616; 22144986; 19067360; Recon2	Transporter
3	HMDB0000030	Biotin	Biotin	SLC5A6	Sodium-dependent multivitamin transporter	27084392	Transporter
4	HMDB0000067	Cholesterol	Cholesterol	CD36	Platelet glycoprotein 4	21763723; 32531545; 16133421; 10383407; 23247049; 15949682; 12145296; 28928671; 29883404; 34584385; 19718657; 29593722; 25174330; 27890613; 32684173; 18311054; 24371122; 21262584; 16959872; 20338238; 25250848; 23099443; 15168018; 16299001; 26828064; 19147991; 10946357; 23880196; 19016618; 23422832; 21474828; 28122883; 30702457; 21272192; 15136056; 18331615; 17464999; 32058595; 18276752; 31988148; 34603769; 17291449; 20170635; 16503643; 10713080; 10625497; 21674150; 26153221; 12488595; 24733016; 29533793; 12547883; 26582580; 31967154; 28634191; 20112301; 19937569; 21181286; 20360851; 33457418; 21217164; 16123174; 24515116; 18402819; 19028791; 27323079; 18305138; 33211179; 21034810; 11718687; 24162852; 18772361; 32308181; 25703059; 22858201; 28555086; 26759003; 28965954; 16517147; 32982800; 15345670; 19436068; 26832365; 21190831; 25855981; 32952497; 19074161	Receptor; Transporter
5	HMDB0000073	Dopamine	Dopamine	SLC6A3	Sodium-dependent dopamine transporter	30967134; 12707943; 27217152; 28924877; 17466074	Transporter
6	HMDB0000148	L-Glutamic acid	Glutamate	SLC1A5	Neutral amino acid transporter B(0)	29208682	Transporter
7	HMDB0000641	L-Glutamine	L-Glutamine; Glutamine	SLC1A5	Neutral amino acid transporter B(0)	31535081; 30452920; 33953707; 34525179; 27154413; 25683269; 31881361; 28798141; 28507054; 25337245; 23213057; 32438035; 30025811; 33632871; 30935948; 33505538; 32422185; 30470977; 30671766; 25759021; 32747796; 31150647; 34054543; 31668020; 29208682; 32996252; 29542325; 30541099; 30071532; 34075790; 31866442; 26724577; 27055152; 33457003; 29337138; 32021249	Transporter
8	HMDB0000641	L-Glutamine	L-Glutamine; Glutamine	SLC38A2	Sodium-coupled neutral amino acid symporter 2	32996252; 25759021; 26724577	Transporter
9	HMDB0000641	L-Glutamine	Glutamine	SLC3A2	4F2 cell-surface antigen heavy chain	33953707; 30671766	Transporter
10	HMDB0000641	L-Glutamine	Glutamine	SLC7A5	Large neutral amino acids transporter small subunit 1	33953707; 30671766; 26724577; 33505538	Transporter
11	HMDB0003276	Hydrogen sulfide	Hydrogen sulfide	CD36	Platelet glycoprotein 4	31262715	Receptor; Transporter
12	HMDB0015531	Iron	Iron	SLC11A2	Natural resistance-associated macrophage protein 2	23506870	Transporter
13	HMDB0015531	Iron	Iron	SLC40A1	Solute carrier family 40 member 1	25209728; 30852438; 27667161; 24644245; 21875943; 20675164; 23506870; 21199650; 33787609; 17181986; 14757427; 15338274; 27773819; 23922661; 29212168; 24121729; 28219768; 28978826; 21175851	Transporter
14	HMDB0001311	D-Lactic acid	Lactate	SLC16A1	Monocarboxylate transporter 1	32144120; 22428047	Transporter
15	HMDB0000687	L-Leucine	Leucine	SLC1A5	Neutral amino acid transporter B(0)	33953707; 30071532; 30470977	Transporter
16	HMDB0000687	L-Leucine	Leucine	SLC3A2	4F2 cell-surface antigen heavy chain	33953707	Transporter
17	HMDB0000687	L-Leucine	Leucine	SLC7A5	Large neutral amino acids transporter small subunit 1	33953707	Transporter
18	HMDB0001429	Phosphate	Phosphate	SLC20A2	Sodium-dependent phosphate transporter 2	30721528	Transporter
19	HMDB0000259	Serotonin	Serotonin	SLC6A4	Sodium-dependent serotonin transporter	33868590; 31342534; 16251523; 25012842	Transporter
20	HMDB0000235	Thiamine	Thiamine	SLC19A1	Reduced folate transporter	28284395; 32498429	Transporter
21	HMDB0000235	Thiamine	Thiamine	SLC19A2	Thiamine transporter 1	28284395; 32498429	Transporter
22	HMDB0000338	2-Hydroxyestradiol	2-Hydroxyestradiol	ESR1	Estrogen receptor	27312859	Nuclear Receptor
23	HMDB0006247	25-Hydroxycholesterol	25-Hydroxycholesterol	ESR1	Estrogen receptor	21304949	Nuclear Receptor
24	HMDB0002103	27-Hydroxycholesterol	27-Hydroxycholesterol	ESR1	Estrogen receptor	33408073	Nuclear Receptor
25	HMDB0000022	3-Methoxytyramine	3-Methoxytyramine	TAAR1	Trace amine-associated receptor 1	22483291	Receptor
26	HMDB0001149	5-Aminolevulinic acid	5-Aminolevulinic acid	TSPO2	Translocator protein 2	31989647	Transporter
27	HMDB0000045	Adenosine monophosphate	AMP	ADORA1	Adenosine receptor A1	32417395	Receptor
28	HMDB0000895	Acetylcholine	Acetylcholine	CHRM1	Muscarinic acetylcholine receptor M1	30157420	Receptor
29	HMDB0000895	Acetylcholine	Acetylcholine	CHRM2	Muscarinic acetylcholine receptor M2	23743182	Receptor
30	HMDB0000895	Acetylcholine	Acetylcholine	CHRM3	Muscarinic acetylcholine receptor M3	30157420	Receptor
31	HMDB0000895	Acetylcholine	Acetylcholine	CHRNA1	Acetylcholine receptor subunit alpha	28045942	Receptor
32	HMDB0000895	Acetylcholine	Acetylcholine	CHRNA2	Neuronal acetylcholine receptor subunit alpha-2	29785025	Receptor
33	HMDB0000895	Acetylcholine	Acetylcholine	CHRNA4	Neuronal acetylcholine receptor subunit alpha-4	15902904	Receptor
34	HMDB0000895	Acetylcholine	Acetylcholine	CHRNA7	Neuronal acetylcholine receptor subunit alpha-7	32321403	Receptor
35	HMDB0001178	Adenosine diphosphate ribose	Adenosine diphosphate ribose	TRPM2	Transient receptor potential cation channel subfamily M member 2	22493272	Receptor
36	HMDB0000050	Adenosine	Adenosine	ADORA1	Adenosine receptor A1	28598776; 23956030; 31675497; 27747290; 28196272; 33067580	Receptor
37	HMDB0000050	Adenosine	Adenosine	ADORA2A	Adenosine receptor A2a	34255555; 29298852; 28598776; 23956030; 27747290; 17616786; 19635551	Receptor
38	HMDB0000050	Adenosine	Adenosine	ADORA2B	Adenosine receptor A2b	28598776; 23956030; 23540714; 25087184; 27747290; 22504483; 31570448	Receptor
39	HMDB0000050	Adenosine	Adenosine	ADORA3	Adenosine receptor A3	23956030; 26194548; 28598776	Receptor
40	HMDB0004080	Anandamide	Anandamide	CNR1	Cannabinoid receptor 1	17935697; 26900150	Receptor
41	HMDB0004080	Anandamide	Anandamide	CNR2	Cannabinoid receptor 2	26900150; 20133390	Receptor
42	HMDB0004080	Anandamide	Anandamide	TRPV1	Transient receptor potential cation channel subfamily V member 1	17935697; 29504066; 22568077; 17704831; 23573230; 17591864; 30243113; 22394688; 19647120; 14517174; 16107881	Receptor; Channel
43	HMDB0000517	L-Arginine	Arginine	AVPR2	Vasopressin V2 receptor	24706579	Receptor
44	HMDB0000067	Cholesterol	Cholesterol	LDLR	Low-density lipoprotein receptor	10974047; 19063703; 26520906; 20090943; 26281596; 32855525; 23221398; 25487149; 24900971; 32220355; 34103960; 16741953; 27247956; 32236613; 25023761; 25394495; 32368969; 14978770; 18162663; 19913121; 28919473; 25403094; 27834848; 24675665; 33757439; 22911757; 29535632; 28762182; 22470048; 23580231; 27735997; 30273964; 31437157; 30566603; 16236385; 33423309; 7600118; 28515357; 24603306; 12213890; 24950000; 10669643; 25231171; 32334376; 23937379; 29988450; 26495026; 28012395; 30195495; 30896554; 9351364; 15523646; 20049331; 15358785; 22962999; 22544571; 25797218; 27442011; 20857860; 30584280; 34347016; 28469073; 17184503; 30508567; 33429337; 26686234; 26548330; 30182437; 9502769; 24518357; 15617508; 23654093; 27050279; 32438039; 20041784; 9249773; 22761797; 29301853; 34461308; 32109664; 27888903; 23431047; 26085104; 28145001; 21645898; 22683120; 23623643; 23599654; 22936343; 23422832; 22761969; 8941642; 26523989; 29931853; 24505463; 19916081; 23883163; 30600305; 31100394; 10333389; 28100270; 19888660; 33606190; 21343340; 11164418; 19632679; 22593575; 25548917; 17344580; 18672372; 17331334; 27175606; 28751953; 19322023; 31332430; 31358055; 21657943; 21559365; 10493153; 31647302; 27438015; 31511396; 33747976; 24851052; 29092018; 31753053; 31299237; 21273557; 28555288; 30744358; 21734060; 26246324; 32964731; 24940994; 9664080; 27401460; 24373748; 20176131; 26068142; 27707816; 17531953; 30332439; 30592221; 18039658; 30385871; 30704067; 27084371; 30876530; 20028367; 15450205; 26921684; 15118091; 28099631; 10395289; 19067122; 28169529; 22580899; 25468703; 27031271; 27763549; 29398429; 31167970; 32860619; 9405278; 27459037; 25889601; 26535009; 30576926; 24837748; 30768966; 31767163; 31815695; 16741291; 15677715; 27435541; 32161285; 11291309; 21153157; 25587205; 26721317; 17351764; 23166513; 15654122; 33515402; 29545368; 24443560; 9747026; 32644974; 24352472; 31913546; 29190549; 20887597; 19060325; 25272851; 27909053; 28063230; 17709443; 16185916; 29982529; 30741106; 30486328; 20197419; 32050453; 24412220; 27564380; 31004037; 29169169; 11397707; 32705598; 24489659; 24987033; 22332058; 20073037; 11387232; 32759540; 34558270; 26204136; 29204218; 27918728; 24930699; 20580938; 15904870; 22494195; 24256518; 25413784; 33977967; 11369802; 18799458; 10488949; 9360938; 19433409; 25675507; 12910492; 15888329; 22059152; 32685494; 25754609; 25811180; 18193043; 28013406; 24770487; 30765502; 34615375; 11983917; 32727844; 18187606; 24472543; 26546829; 18771980; 11181749; 26786161; 21377952; 32918994; 16920108; 26040332; 27769814; 17720268; 11445560; 29321129; 25070550; 26700830; 24993279; 25201834; 23862065; 27378433; 28292942; 25504870; 27350674; 28874442; 17766366; 9360301; 20459026; 27998977	Receptor
45	HMDB0000067	Cholesterol	Cholesterol	SCARB1	Scavenger receptor class B member 1	17379624; 24253048; 29772548; 29285103; 24928939; 23510561; 20926582; 32591337; 24334872; 29516118; 18542840; 26754576; 25245032; 18276752; 25504870; 20064494; 29092018; 31753053; 31017097	Receptor
46	HMDB0003406	D-Serine	D-Serine	GRIN1	Glutamate receptor ionotropic, NMDA 1	28262924	Receptor
47	HMDB0002961	Dihydrotestosterone	Dihydrotestosterone	GLP1R	Glucagon-like peptide 1 receptor	31669915	Receptor
48	HMDB0002183	Docosahexaenoic acid	Docosahexaenoic acid	FFAR4	Free fatty acid receptor 4	24005906	Receptor
49	HMDB0000073	Dopamine	Dopamine	DRD1	D(1A) dopamine receptor	33017522; 30967134; 12047334; 24909515	Receptor
50	HMDB0000073	Dopamine	Dopamine	DRD2	D(2) dopamine receptor	21070510; 10578238; 30967134; 17476365; 15084894; 20975260; 23717492; 17466074; 24772965; 23232665; 26015071; 29466326; 18192895; 19635551; 22876458; 19931559; 11979061; 18366720; 24834916; 23947671; 23266708; 15542698; 29992511; 9129716; 21592505; 10235293; 16403463; 19803686; 11256581; 12497624; 30651332; 24288745	Receptor
51	HMDB0000073	Dopamine	Dopamine	DRD3	D(3) dopamine receptor	18366720; 30967134; 12047334; 10578238; 23232665; 29525179; 7914177; 17616385; 17466074; 19931559; 23063408	Receptor
52	HMDB0000073	Dopamine	Dopamine	DRD4	D(4) dopamine receptor	18366720; 23717434; 30967134; 15627814; 12624717; 15292670; 16182111; 21615938; 22725835; 22356182; 22575564; 12707943; 27217152; 33868590; 14605948; 17466074; 16930369; 19931559	Receptor
53	HMDB0000073	Dopamine	Dopamine	DRD5	D(1B) dopamine receptor	10578238; 12047334	Receptor
54	HMDB0000073	Dopamine	Dopamine	TRPV1	Transient receptor potential cation channel subfamily V member 1	24465516	Receptor; Channel
55	HMDB0001999	Eicosapentaenoic acid	Eicosapentaenoic acid	FFAR4	Free fatty acid receptor 4	27489163	Receptor
56	HMDB0000151	Estradiol	Estradiol	ESR1	Estrogen receptor	28490809; 9925803	Nuclear Receptor
57	HMDB0000153	Estriol	Estriol	ESR1	Estrogen receptor	27471150	Nuclear Receptor
58	HMDB0000145	Estrone	Estrone	ESR1	Estrogen receptor	9228655	Nuclear Receptor
59	HMDB0000108	Ethanol	Ethanol	CHRNA5	Neuronal acetylcholine receptor subunit alpha-5	29944862	Transporter
60	HMDB0000121	Folic acid	Folic acid	FOLR1	Folate receptor alpha	32581311; Recon2	Transporter
61	HMDB0000121	Folic acid	Folic acid	FOLR2	Folate receptor beta	32581311; Recon2	Transporter
62	HMDB0000112	gamma-Aminobutyric acid	GABA	GABBR1	Gamma-aminobutyric acid type B receptor subunit 1	17266109; 22253714; 26298628	Receptor
63	HMDB0000112	gamma-Aminobutyric acid	GABA; gamma-Aminobutyric acid	GABRG2	Gamma-aminobutyric acid receptor subunit gamma-2	22253714; 27367160; 30695556	Receptor
64	HMDB0000148	L-Glutamic acid	Glutamate	GRIA1	Glutamate receptor 1	7957959; 20579352	Receptor
65	HMDB0000148	L-Glutamic acid	Glutamate	GRIA2	Glutamate receptor 2	30695556; 19166514; 26047211; 25411160	Receptor
66	HMDB0000148	L-Glutamic acid	Glutamate	GRIA3	Glutamate receptor 3	30029590; 32839935	Receptor
67	HMDB0000148	L-Glutamic acid	Glutamate	GRIA4	Glutamate receptor 4	30029590; 28646511	Receptor
68	HMDB0000148	L-Glutamic acid	Glutamate	GRID1	Glutamate receptor ionotropic, delta-1	32109663	Receptor
69	HMDB0000148	L-Glutamic acid	Glutamate	GRID2	Glutamate receptor ionotropic, delta-2	11568633	Receptor
70	HMDB0000148	L-Glutamic acid	Glutamate	GRIK2	Glutamate receptor ionotropic, kainate 2	30695556	Receptor
71	HMDB0000148	L-Glutamic acid	Glutamate	GRIK4	Glutamate receptor ionotropic, kainate 4	30029590	Receptor
72	HMDB0000148	L-Glutamic acid	Glutamate	GRIN3A	Glutamate receptor ionotropic, NMDA 3A	30029590	Receptor
73	HMDB0000148	L-Glutamic acid	Glutamate	GRM1	Metabotropic glutamate receptor 1	7957959; 22892214; 33145952	Receptor
74	HMDB0000148	L-Glutamic acid	Glutamate	GRM2	Metabotropic glutamate receptor 2	30695556; 25411160; 29113156	Receptor
75	HMDB0000148	L-Glutamic acid	Glutamate	GRM3	Metabotropic glutamate receptor 3	32839935	Receptor
76	HMDB0000148	L-Glutamic acid	Glutamate	GRM4	Metabotropic glutamate receptor 4	28646511	Receptor
77	HMDB0000148	L-Glutamic acid	Glutamate	GRM5	Metabotropic glutamate receptor 5	33053940; 30695556	Receptor
78	HMDB0000148	L-Glutamic acid	Glutamate	GRM7	Metabotropic glutamate receptor 7	22138407	Receptor
79	HMDB0000148	L-Glutamic acid	Glutamate	GRM8	Metabotropic glutamate receptor 8	26537360; 24392270	Receptor
80	HMDB0000148	L-Glutamic acid	Glutamate	TRPV1	Transient receptor potential cation channel subfamily V member 1	23108547; 27157265; 20219639; 21957263; 22394688; 23562495	Receptor; Channel
81	HMDB0000123	Glycine	Glycine	GRIN1	Glutamate receptor ionotropic, NMDA 1	28262924	Receptor
82	HMDB0003178	Heme	Heme	TLR4	Toll-like receptor 4	33374506; 27821769	Receptor
83	HMDB0003178	Heme	Heme	TRPV6	Transient receptor potential cation channel subfamily V member 6	27142151	Transporter
84	HMDB0000870	Histamine	Histamine	HRH1	Histamine H1 receptor	9512916	Receptor
85	HMDB0000870	Histamine	Histamine	HRH2	Histamine H2 receptor	9792230	Receptor
86	HMDB0000870	Histamine	Histamine	HRH3	Histamine H3 receptor	8960873	Receptor
87	HMDB0000870	Histamine	Histamine	HRH4	Histamine H4 receptor	30414378	Receptor
88	HMDB0003125	Hydrogen peroxide	Hydrogen peroxide	TRPM2	Transient receptor potential cation channel subfamily M member 2	22493272	Receptor
89	HMDB0015531	Iron	Iron	TFR2	Transferrin receptor protein 2	27013087; 24847265; 20826723; 18565178; 19729324; 11535534; 24055409; 27169626; 11005792; 20593115; 32621410; 17098454; 11673399; 31707638; 27477597; 11358390; 16932966; 27667161; 32054685; 24644245; 20880062; 26608187; 34199599; 20542038; 25635054; 17241880; 17417667; 17181986; 18094142; 24055163; 26029709; 20133002; 19759876; 21150441; 16158226; 17207112; 15521925; 24284962; 15124225; 15317665; 15893030; 21422745; 22460705; 30186425; 16935854; 11027676; 17042772; 12547237; 24556216; 21864651; 34156073; 33323945; 29434729; 17428703; 23582421; 28978826; 30360575; 30034931; 15701302; 12406888	Receptor
90	HMDB0015531	Iron	Iron	TFRC	Transferrin receptor protein 1	21326867; 27773819; 22237814; 31401526; 23115478; 24890018; 33393230; 18603562; 25550467; 33693820; 23416069; 30076742; 32672503; 34389031; 34386079	Receptor
91	HMDB0000517	L-Arginine	L-Arginine	GPRC6A	G-protein coupled receptor family C group 6 member A	22714012	Receptor
92	HMDB0000159	L-Phenylalanine	Phenylalanine; L-Phenylalanine	GPR142	Probable G-protein coupled receptor 142	27322810	Receptor
93	HMDB0000929	L-Tryptophan	L-Tryptophan	GPR142	Probable G-protein coupled receptor 142	27322810	Receptor
94	HMDB0001311	D-Lactic acid	Lactate	HCAR1	Hydroxycarboxylic acid receptor 1	25881750; 34093243; 30728759; 25425080; 33659884; 26677077	Receptor
95	HMDB0001251	Lanosterol	Lanosterol	HRH2	Histamine H2 receptor	29142437	Receptor
96	HMDB0000673	Linoleic acid	Linoleic acid	TRPV4	Transient receptor potential cation channel subfamily V member 4	25061872	Receptor
97	HMDB0000761	Lithocholic acid	Lithocholic acid	GPBAR1	G-protein coupled bile acid receptor 1	26567894; 29290621; 27765751	Receptor
98	HMDB0001389	Melatonin	Melatonin	MTNR1A	Melatonin receptor type 1A	26067916	Receptor
99	HMDB0001389	Melatonin	Melatonin	MTNR1B	Melatonin receptor type 1B	28708046; 19651812; 25132852; 25160745; 33220095; 31901302; 29590381; 26440713	Receptor
100	HMDB0001403	Prostaglandin D2	Prostaglandin D2	PTGDR	Prostaglandin D2 receptor	34389612	Receptor
101	HMDB0001403	Prostaglandin D2	Prostaglandin D2	PTGDR2	Prostaglandin D2 receptor 2	29604141	Receptor
102	HMDB0001220	Prostaglandin E2	Prostaglandin E2	PTGER1	Prostaglandin E2 receptor EP1 subtype	17761898	Receptor
103	HMDB0001220	Prostaglandin E2	Prostaglandin E2	PTGER2	Prostaglandin E2 receptor EP2 subtype	17761898	Receptor
104	HMDB0001220	Prostaglandin E2	Prostaglandin E2	PTGER4	Prostaglandin E2 receptor EP4 subtype	33129574	Receptor
105	HMDB0001358	Retinal	Retinal	STRA6	Receptor for retinol uptake STRA6	27830500	Transporter
106	HMDB0000244	Riboflavin	Riboflavin	SLC52A1	Solute carrier family 52, riboflavin transporter, member 1	30446350; 29122468	Transporter
107	HMDB0000244	Riboflavin	Riboflavin	SLC52A2	Solute carrier family 52, riboflavin transporter, member 2	31500345; 22864630	Transporter
108	HMDB0000259	Serotonin	Serotonin	HTR1A	5-hydroxytryptamine receptor 1A	16251523	Receptor
109	HMDB0000259	Serotonin	Serotonin	HTR1B	5-hydroxytryptamine receptor 1B	28555718; 29860743; 23964727; 24074042	Receptor
110	HMDB0000259	Serotonin	Serotonin	HTR1D	5-hydroxytryptamine receptor 1D	20581837	Receptor
111	HMDB0000259	Serotonin	Serotonin	HTR2A	5-hydroxytryptamine receptor 2A	20521326; 32857933; 16251523; 27959337; 27024926; 32615731	Receptor
112	HMDB0000259	Serotonin	Serotonin	HTR2B	5-hydroxytryptamine receptor 2B	20581837; 34618686	Receptor
113	HMDB0000259	Serotonin	Serotonin	HTR2C	5-hydroxytryptamine receptor 2C	27681143	Receptor
114	HMDB0000259	Serotonin	Serotonin	HTR3A	5-hydroxytryptamine receptor 3A	31342534; 30695556	Receptor
115	HMDB0000259	Serotonin	Serotonin	HTR3B	5-hydroxytryptamine receptor 3B	23183509	Receptor
116	HMDB0000259	Serotonin	Serotonin	HTR4	5-hydroxytryptamine receptor 4	30695556	Receptor
117	HMDB0000259	Serotonin	Serotonin	HTR6	5-hydroxytryptamine receptor 6	18256283	Receptor
118	HMDB0000259	Serotonin	Serotonin	TRPC6	Short transient receptor potential channel 6	24259679	Receptor
119	HMDB0000277	Sphingosine 1-phosphate	Sphingosine 1-phosphate	S1PR1	Sphingosine 1-phosphate receptor 1	24977489; 25197261	Receptor
120	HMDB0000277	Sphingosine 1-phosphate	Sphingosine 1-phosphate	S1PR2	Sphingosine 1-phosphate receptor 2	26518876; 25363242; 26669941	Receptor
121	HMDB0000277	Sphingosine 1-phosphate	Sphingosine 1-phosphate	S1PR3	Sphingosine 1-phosphate receptor 3	28943478	Receptor
122	HMDB0000277	Sphingosine 1-phosphate	Sphingosine 1-phosphate	S1PR5	Sphingosine 1-phosphate receptor 5	24977489	Receptor
